snid,CEP_dist,DSCT_dist,EB_dist,RRL_dist
105154339,0.7561974074658961,0.9421858333503191,0.5624848866631355,0.5703999031947294
5296787,0.999987333829196,0.9999930186793208,0.6008268305776223,0.6792241835166345
104326439,0.8165858700552061,0.9423196111451515,0.5286929594462318,0.5998364606242645
58031265,0.9998618026915594,0.9999385094827578,0.6670609342196511,0.7372879669843472
141155332,0.999974372508472,0.9999767645780037,0.4991709383953758,0.5559807165663497
37099530,0.7928302283878935,0.8206918986415909,0.579194313400502,0.6529652676335997
143143037,0.9999959046656467,0.9999967822491066,0.5189517597437286,0.59296350774461
137169022,0.9998457202452566,0.9998798106147729,0.5670555163564739,0.6146165437627532
49022322,0.9999667463331033,0.9999876770588881,0.6565809452222475,0.670419705846581
28499164,0.9841022267142778,0.9838379344801802,0.5367151282846424,0.6311362241021731
8476210,0.8812102701379033,0.8829394458634812,0.49613256218391033,0.5528135119728147
4828786,0.8146578483448113,0.9570331564295707,0.49045258271294306,0.7017478067950917
94388905,0.9976378516847981,0.997959289127355,0.49666483821233737,0.6011333933916666
142205737,0.9999538601397938,0.9999664364430955,0.5195659928010863,0.6092040699122209
112456120,0.9999958708454184,0.9999962533450251,0.4928330678939716,0.6095678446512887
48810140,0.8513194358777494,0.9643583029848699,0.5005775447143047,0.6723685839053729
119621169,0.9694537098111989,0.9758930237640607,0.5589207367971899,0.6492789724257566
155825094,0.9999977009259775,0.9999981799306159,0.5155155534772882,0.6610097998677243
98452158,0.8463690939939976,0.8461627867663432,0.5879791835114812,0.6290709114880844
58571891,0.9674018173766582,0.9710372758278103,0.48452716350124087,0.5602039262939535
120675177,0.9687008308631935,0.9668398968553923,0.5228065824105234,0.5771514805376704
143906181,0.8892524678129349,0.9781523091229422,0.5167391998306602,0.6835672091157122
84032924,0.999998722304283,0.9999989973395669,0.6677582979679944,0.7078381791218715
136011281,0.8852491764860303,0.9029246462211162,0.4847868858777495,0.5650533354322752
43509826,0.9510482786662529,0.9617766016784882,0.5181798425927767,0.5464630613175565
87435978,0.9995181172697881,0.9996757108615782,0.6897275948217108,0.6896850152911177
127128949,0.9574866758617417,0.958842050226003,0.5003801621950607,0.5868447967366522
115040946,0.8422304683666397,0.8608327018748627,0.5066457711655188,0.5566942833572213
156782896,0.8208381233242685,0.9487263358152331,0.48491708849709675,0.6351272216843369
125573189,0.9999486541987399,0.9999616218325558,0.5759404727147025,0.6467263058069054
86050037,0.8161206872455279,0.8477413120616281,0.5651038603256073,0.6276208101601135
106199632,0.994872977633496,0.9949422521272732,0.550398656992365,0.596261229482364
110866124,0.8157396529747639,0.9502609439036839,0.5127462459525426,0.6159206178458175
122859005,0.8364093674333335,0.9632255038346174,0.5003451357403972,0.6237298880511767
38692187,0.9999973684877138,0.9999976159140106,0.61298212479176,0.7013829785240769
108469927,0.7485044634578055,0.924085943779292,0.4975333282071159,0.6996137550763135
32234354,0.8702787646519549,0.9732908831997272,0.49379487144546735,0.6587209230241203
108424682,0.8988243241742268,0.9137241783896889,0.6136902413041586,0.663057977831317
55915374,0.8607205403690424,0.8786628306526586,0.6815918891733384,0.7182060333190792
112273177,0.9556594332197372,0.9613376484612595,0.6087176214243893,0.6863498354238535
50629503,0.9964381725074566,0.9964674383666321,0.5448115348275744,0.6424398034802553
81069250,0.9999897543306353,0.9999911128945657,0.4973896816964931,0.608421701331606
75456596,0.9805805133221434,0.9848219018936053,0.49073374368867845,0.5716045344291473
138164461,0.9882214686318163,0.9910163882919374,0.5068373975717464,0.5641729196897279
138868425,0.9950439456417097,0.9957682730292868,0.5341646589560627,0.5997829838986646
89527026,0.8801251424604218,0.9758727143956112,0.5225661550999763,0.7457015013460417
112529131,0.9905052179920477,0.9911651002785936,0.5466120283370856,0.5458974559218667
68407822,0.9976525757735745,0.9985715213048084,0.7056993486719125,0.7529414248065133
79254922,0.9931801083584164,0.9937908937671946,0.5443528739341092,0.6248806942469071
100663177,0.9999823964773851,0.9999855982600774,0.5100548263116845,0.593589083845069
154444055,0.7930735252244049,0.837196358062496,0.4799359124090395,0.5830428342694568
99320052,0.9945427290878807,0.9954088741084294,0.49555600812454126,0.5505678700994061
104847884,0.8238937315829885,0.8300177951663427,0.5388511352816312,0.6102815401725932
29607572,0.9253838477558846,0.9264830262735335,0.5211681372913437,0.541647327908016
44134550,0.9988781100764067,0.9994208007424727,0.5153028561198995,0.6159123228250144
95102095,0.9999978547033409,0.9999986476857238,0.68060147411949,0.7368942428759832
143110134,0.9980115676112432,0.9984070490674533,0.6764357855590072,0.6867079663510985
126886979,0.9073948381716532,0.981870674522538,0.5168393622881409,0.7844567264273518
135025919,0.8778344634402303,0.850730425374614,0.5740303140005509,0.6285516209284473
115828175,0.9999154357037106,0.9999189163551184,0.6043269416997661,0.6255481053559553
70843959,0.9999982322382208,0.9999992688464109,0.7274961831034108,0.6863044355452483
