feature_idx,cv_scores,avg_score,feature_names,ci_bound,std_dev,std_err
"(1, 2, 7, 9, 11)",[0.89935717 0.90338142 0.90934336 0.91975942 0.90799089],0.9079664535529615,"('SPM_A_Y', 'Multiband_period', 'Harmonics_phase_4_i', 'g-r', 'Power_rate_4')",0.00883234929154898,0.00687186781537546,0.00343593390768773
"(1, 2, 7, 8, 9, 11)",[0.90115691 0.89463291 0.91142127 0.91620143 0.91040165],0.9067628354781236,"('SPM_A_Y', 'Multiband_period', 'Harmonics_phase_4_i', 'delta_period_i', 'g-r', 'Power_rate_4')",0.009998714129896781,0.0077793392852025115,0.0038896696426012557
"(1, 2, 5, 7, 8, 9, 11)",[0.89736911 0.90338591 0.91479702 0.90150235 0.91524146],0.9064591703641336,"('SPM_A_Y', 'Multiband_period', 'Period_band_i', 'Harmonics_phase_4_i', 'delta_period_i', 'g-r', 'Power_rate_4')",0.009326865814388605,0.0072566184706427455,0.0036283092353213723
"(1, 2, 5, 7, 9, 11)",[0.89731184 0.90687466 0.91087882 0.89958256 0.91110588],0.9051507507956644,"('SPM_A_Y', 'Multiband_period', 'Period_band_i', 'Harmonics_phase_4_i', 'g-r', 'Power_rate_4')",0.0073542775266742305,0.005721877766909355,0.002860938883454677
"(1, 2, 4, 5, 8, 9, 11)",[0.91152964 0.9041383  0.90499879 0.89044715 0.90953889],0.90413055254858,"('SPM_A_Y', 'Multiband_period', 'i-z', 'Period_band_i', 'delta_period_i', 'g-r', 'Power_rate_4')",0.009479594563416823,0.007375446626129507,0.0036877233130647533
"(1, 2, 3, 5, 7, 8, 9, 11)",[0.90518186 0.89111716 0.91310095 0.90746006 0.90303954],0.9039799137321554,"('SPM_A_Y', 'Multiband_period', 'r-i', 'Period_band_i', 'Harmonics_phase_4_i', 'delta_period_i', 'g-r', 'Power_rate_4')",0.009323172305837546,0.007253744795508302,0.003626872397754151
"(1, 2, 3, 4, 5, 8, 11)",[0.90438934 0.91002673 0.9003595  0.89883075 0.9043795 ],0.9035971621041023,"('SPM_A_Y', 'Multiband_period', 'r-i', 'i-z', 'Period_band_i', 'delta_period_i', 'Power_rate_4')",0.005003730492553543,0.003893072317859069,0.0019465361589295343
"(1, 2, 3, 4, 5, 11)",[0.9024443  0.91155911 0.8966557  0.894801   0.90765673],0.9026233664765657,"('SPM_A_Y', 'Multiband_period', 'r-i', 'i-z', 'Period_band_i', 'Power_rate_4')",0.008169775664013177,0.006356363023152583,0.003178181511576291
"(1, 2, 4, 5, 9, 11)",[0.91319576 0.8980125  0.89934084 0.88833998 0.91294538],0.9023668896057027,"('SPM_A_Y', 'Multiband_period', 'i-z', 'Period_band_i', 'g-r', 'Power_rate_4')",0.01224796509904585,0.009529332954314622,0.00476466647715731
"(1, 2, 5, 7, 8, 11)",[0.89871775 0.90130072 0.90032185 0.89542965 0.91452522],0.9020590381327075,"('SPM_A_Y', 'Multiband_period', 'Period_band_i', 'Harmonics_phase_4_i', 'delta_period_i', 'Power_rate_4')",0.008410785654433752,0.006543876983672666,0.0032719384918363324
"(1, 2, 3, 5, 7, 9, 11)",[0.90510321 0.89454966 0.90567904 0.90554171 0.89527344],0.901229413458809,"('SPM_A_Y', 'Multiband_period', 'r-i', 'Period_band_i', 'Harmonics_phase_4_i', 'g-r', 'Power_rate_4')",0.006641212702796197,0.005167089108565377,0.0025835445542826884
"(1, 2, 5, 7, 11)",[0.90034727 0.90478254 0.89288628 0.89348452 0.90996133],0.9002923902311257,"('SPM_A_Y', 'Multiband_period', 'Period_band_i', 'Harmonics_phase_4_i', 'Power_rate_4')",0.008425285856707876,0.006555158633665756,0.0032775793168328777
"(1, 2, 3, 4, 5, 8, 9, 11)",[0.89554005 0.90520435 0.90586332 0.89572709 0.89649115],0.8997651905537738,"('SPM_A_Y', 'Multiband_period', 'r-i', 'i-z', 'Period_band_i', 'delta_period_i', 'g-r', 'Power_rate_4')",0.0060735702102722834,0.004725443964532528,0.002362721982266264
"(1, 2, 3, 5, 8, 9, 11)",[0.89429964 0.90153609 0.9078133  0.89611067 0.89770449],0.8994928382236858,"('SPM_A_Y', 'Multiband_period', 'r-i', 'Period_band_i', 'delta_period_i', 'g-r', 'Power_rate_4')",0.006164346851147905,0.00479607127514149,0.002398035637570745
"(1, 2, 3, 8, 9, 11)",[0.88936047 0.90623912 0.90812062 0.90030831 0.89134853],0.8990754113149018,"('SPM_A_Y', 'Multiband_period', 'r-i', 'delta_period_i', 'g-r', 'Power_rate_4')",0.009767184080525602,0.007599201040886422,0.0037996005204432104
"(1, 2, 4, 5, 7, 8, 11)",[0.88570805 0.89374678 0.9063375  0.90070534 0.90730522],0.8987605781358197,"('SPM_A_Y', 'Multiband_period', 'i-z', 'Period_band_i', 'Harmonics_phase_4_i', 'delta_period_i', 'Power_rate_4')",0.01043715237267961,0.008120459133405514,0.004060229566702757
"(0, 1, 2, 8, 10)",[0.90265542 0.9089708  0.90832418 0.88802287 0.88478114],0.89855088084384,"('Harmonics_phase_2_i', 'SPM_A_Y', 'Multiband_period', 'delta_period_i', 'Harmonics_phase_2_r')",0.013124880322575106,0.010211602790172377,0.005105801395086188
"(1, 2, 3, 9, 11)",[0.88720029 0.90783359 0.90284727 0.89826    0.89652105],0.898532441264605,"('SPM_A_Y', 'Multiband_period', 'r-i', 'g-r', 'Power_rate_4')",0.00886136718329883,0.006894444720998593,0.0034472223604992964
"(1, 2, 3, 4, 5, 9, 11)",[0.89534504 0.90124265 0.90212959 0.89167456 0.90170702],0.8984197713002141,"('SPM_A_Y', 'Multiband_period', 'r-i', 'i-z', 'Period_band_i', 'g-r', 'Power_rate_4')",0.005376428941563993,0.004183044373090833,0.002091522186545416
"(1, 2, 4, 5, 7, 8, 9, 11)",[0.89151129 0.88670154 0.90506299 0.90329053 0.9026095 ],0.8978351714675707,"('SPM_A_Y', 'Multiband_period', 'i-z', 'Period_band_i', 'Harmonics_phase_4_i', 'delta_period_i', 'g-r', 'Power_rate_4')",0.00942295755128929,0.007331381106532061,0.0036656905532660307
"(0, 1, 2, 6, 8, 10)",[0.90073952 0.91475351 0.8975674  0.89307511 0.88286515],0.8978001369974148,"('Harmonics_phase_2_i', 'SPM_A_Y', 'Multiband_period', 'Harmonics_phase_2_z', 'delta_period_i', 'Harmonics_phase_2_r')",0.013375555774449826,0.01040663680807414,0.00520331840403707
"(1, 2, 3, 8, 10)",[0.90058926 0.92518991 0.89481474 0.88242652 0.88580331],0.8977647475214683,"('SPM_A_Y', 'Multiband_period', 'r-i', 'delta_period_i', 'Harmonics_phase_2_r')",0.019468293219102237,0.015146993532134034,0.007573496766067016
"(1, 2, 4, 5, 7, 11)",[0.8853888  0.89718693 0.90245523 0.8987731  0.9050142 ],0.8977636505768418,"('SPM_A_Y', 'Multiband_period', 'i-z', 'Period_band_i', 'Harmonics_phase_4_i', 'Power_rate_4')",0.008699623190733424,0.006768602399759777,0.0033843011998798884
"(1, 2, 3, 5, 9, 11)",[0.89403449 0.89940091 0.90227619 0.89026058 0.90280122],0.8977546794870573,"('SPM_A_Y', 'Multiband_period', 'r-i', 'Period_band_i', 'g-r', 'Power_rate_4')",0.006260384535753162,0.004870791856508614,0.002435395928254307
"(1, 2, 3, 5, 7, 8, 11)",[0.88822443 0.89435655 0.89835446 0.90094077 0.90595365],0.8975659719850849,"('SPM_A_Y', 'Multiband_period', 'r-i', 'Period_band_i', 'Harmonics_phase_4_i', 'delta_period_i', 'Power_rate_4')",0.007710225431473784,0.005998817329669038,0.002999408664834519
"(0, 1, 2, 5, 8, 10)",[0.89120864 0.91683567 0.90118052 0.88092021 0.89308544],0.8966460927895227,"('Harmonics_phase_2_i', 'SPM_A_Y', 'Multiband_period', 'Period_band_i', 'delta_period_i', 'Harmonics_phase_2_r')",0.015399134307529698,0.011981049655023212,0.005990524827511606
"(1, 2, 3, 5, 7, 11)",[0.89168212 0.89779053 0.89454083 0.89699534 0.90183919],0.8965696029937303,"('SPM_A_Y', 'Multiband_period', 'r-i', 'Period_band_i', 'Harmonics_phase_4_i', 'Power_rate_4')",0.004356507436895034,0.0033895107920706496,0.0016947553960353248
"(0, 1, 2, 8)",[0.88574139 0.90970145 0.91363645 0.88913737 0.88456165],0.8965556630524443,"('Harmonics_phase_2_i', 'SPM_A_Y', 'Multiband_period', 'delta_period_i')",0.01605740466652586,0.012493206358124799,0.006246603179062399
"(1, 2, 3, 10)",[0.90198046 0.92459834 0.88813902 0.88345717 0.88457591],0.8965501803862672,"('SPM_A_Y', 'Multiband_period', 'r-i', 'Harmonics_phase_2_r')",0.019926112313791634,0.015503192341557325,0.0077515961707786615
