snid,CEP_dist,DSCT_dist,EB_dist,RRL_dist
59624977,57.754705713200025,57.41774559864207,52.44616837241309,57.42850164667347
93589326,62.94550119134891,60.237689950522345,54.738603185260864,59.675086192035025
138922893,60.25852344725389,58.47371824967266,55.46648409426619,58.88279907868719
49773773,58.26884310723056,53.99197848624435,51.578979750708534,55.81617116195484
97231748,58.70603512378826,55.18898083425681,52.68072064689723,56.16137525994517
94144348,57.560418941182306,55.02285628436654,52.43311580066327,56.82499356572947
5296787,58.80212597408966,56.42917328352524,52.83882637749839,57.19381489304817
100734355,58.06797229672628,57.404952502309726,53.18530047184266,56.92874781499418
151216760,58.375429532032165,54.39245590916683,51.43176395728044,56.105107248083335
58031265,64.19251722176475,62.36368398833368,58.74072789925626,62.730822288277864
49437634,59.26823022802698,54.14381807783257,50.5958730207474,56.82263128358071
102845092,59.097936932656246,58.08074830244115,53.54989098924247,57.193302117182995
37099530,60.43129594226891,58.67657296752788,53.51250990796715,59.04360440691649
137169022,60.23377376555858,59.44048108666486,55.39457823570215,59.017860310021675
49022322,61.02240992331111,59.75743786973033,52.56158542938948,58.788606777138405
52594679,59.76155290793689,58.952551956133604,54.29518348156085,58.85567156786598
140815482,59.5215888003201,58.15874559333009,52.51815806869906,57.30093574734516
8476210,58.89421143878272,57.47715652996086,54.41145844155123,57.979867333612
93464603,57.350882305121964,56.3799368813444,49.57920453444237,56.08295640979143
145056469,57.72258029908363,56.002304989378935,51.2642145647954,56.00396228002702
109001340,59.56764056657062,55.976208618609355,51.24866738090216,57.62855708432906
121883601,59.346996686505896,59.80010820609142,52.926923099964625,57.97919519333423
119621169,60.65735483753717,58.43133582496111,53.693773546119345,58.457739183392974
151226655,58.05544199842922,56.3342805953713,50.592578065546235,56.18467498794283
98452158,59.96956615972089,59.45491106034643,53.799362112339864,58.335727302328344
82045671,59.91112416943964,56.850718503340175,51.56399813167329,56.93191018186736
58571891,59.64683955693949,56.23140441291436,50.73145200420777,55.87307532401311
120675177,59.90010225466515,56.07143942003168,51.92237820841304,55.91469712077434
127156935,57.1706708487321,55.48206108309376,52.98267614357725,56.15497078478646
136011281,58.6478119860049,58.11512368348915,52.305507484832965,57.372886749417106
87435978,62.237234608969,60.39071604401574,55.10394536370891,59.627604648825034
127128949,61.08713447502522,58.823348415253115,53.996322501998996,58.09184542289893
115040946,60.54730883332272,57.4374960176625,53.04324449929542,56.96949102559197
145812864,62.131745400668564,58.227257565313906,52.02735132304442,57.92055263874586
125573189,62.94606068663731,60.1756715710037,54.12576240613414,60.70373239257773
86050037,61.66970399444719,61.485971835967455,54.765684500060445,60.99792124178821
106199632,58.76462180492914,56.1103557226521,52.529632842407125,56.40301345968924
114794811,59.87030852570889,57.58841075542281,50.70890366697756,56.93151005889226
38692187,61.44885420309156,60.1195775843072,54.982624831265326,58.495076691448354
109981241,58.69460125554489,56.71181898760099,49.57217149503315,56.35502878297146
108424682,60.538147569864044,60.375412692000815,53.70170871665756,58.293189599515195
55915374,63.27865562746176,62.25803610030399,58.146592194953094,60.03390563671867
112273177,63.686831530818786,61.11774330963468,57.63722952266355,60.08320690036571
50629503,59.46659276060689,56.896936686054865,51.47541205760407,57.57111373763073
75456596,59.46882626223773,57.882585761223964,50.24647527315787,57.06905731562616
138164461,60.630273737166014,60.58749938451206,53.41280494208411,59.414243442543004
138868425,59.64712124721933,56.503069920890454,51.51468625267506,57.234920467882134
100818753,59.292295794726684,55.98333754862755,54.83057467280551,57.25827670774246
112529131,60.89375060917799,56.81472361158806,51.1779759388835,56.074794298505864
68407822,61.61343953581429,60.892625955337095,56.08600908442698,61.16788495563289
79254922,59.59072545980656,59.26562825382446,53.30765088934142,57.874228744194355
100663177,60.42694411936777,56.63268841656056,51.96922533835848,57.13732652697778
67746111,59.71721982007171,55.28068059102937,52.05139951975862,57.71366240753081
143881704,57.954673378238354,55.62093357493937,49.612833511209104,55.94134905646619
154444055,60.65604504088245,59.09458745276995,51.56062085113176,58.74031574349234
151182781,58.81150022607449,55.81913963563722,52.35603925877332,56.50770255416784
143900553,57.20181529224527,56.92117148554269,51.69391697132113,55.95930126140694
104847884,59.40278552281104,56.91028107597952,51.023172543029055,57.69585876323903
32527708,58.08173325404477,54.81518268194917,52.403438026023906,56.39700298743765
29607572,58.09633588948416,59.78428086232778,57.311227369448744,59.10433334267046
56333965,57.38682354175803,57.340918434310026,52.47964039817702,55.783132983546516
101459502,57.86575032427421,56.14526148786026,50.22556345352434,55.86017999458235
95102095,61.77076575784203,61.907679273548105,57.017971238987414,61.17869110646151
87088587,57.66438106117742,54.98383212383905,52.57889055358034,55.97265449399709
143110134,60.470796501885104,62.55620089536606,54.751827408207895,60.55615204751867
99750338,57.9492924893767,56.85801869788318,53.21423577751522,56.50093813220658
148626862,57.96540670687767,57.86384716921295,51.164046424038126,56.04714136791494
115828175,63.062082187760325,59.56952144632687,58.045004219679015,60.97582862075218
120543604,62.62375440820705,60.61154734167052,55.70953486946606,60.13041060669115
116402964,58.769576609952615,56.63599312150787,54.79060619770048,57.51781681141
83611233,59.29705209208881,57.954805709999654,54.01556235078168,58.95826105308418
134185236,57.01585657885841,57.22716778334982,52.94025691001182,55.75000888264503
148962648,57.18387808099325,56.12795515504061,50.71590830737802,56.877581276187655
88585922,57.73938400522795,56.22650727294134,51.66085834129896,56.31310824126117
127539725,58.04574882615619,54.08085915113073,50.922417090747814,56.35953616124057
21163446,57.614722718138616,55.95740407609259,52.3001368509088,55.655316729668954
158498509,58.91252470031146,57.23316728659115,53.481167618162544,57.71659232108395
136827840,63.433169030603466,61.05898794972018,57.598151950389386,61.49508534297882
62359285,58.52237673815553,56.58216220733047,49.84360209761782,55.94410587198353
74302381,61.26948946222355,58.274197753616924,53.556943908877194,58.638564621182454
117003702,58.56219619212061,55.25017995639486,52.75908597130409,56.06494084390487
74644195,57.73618765412568,55.68508737993955,52.85350148328195,57.21728519355902
7300187,57.7916255577078,55.70936531131466,53.29542347239461,56.05889716259275
85100271,60.73398771829524,55.18186671272991,54.81011934159312,57.50295446498934
3699403,59.40538375083029,55.793129852835065,51.82818629649448,57.86505040074646
93113614,57.12150788503667,54.66259180508092,51.84623561329918,55.90154845952535
66947013,60.35574031174822,60.61351040272481,52.29730010626776,59.093132976395424
131531849,61.438550915035364,60.138550082693015,53.21278105276472,60.10225449930594
96305220,61.22799872970244,62.00049784643887,57.41164193721658,61.79418647735762
112657147,58.930184691043124,57.14286173770243,53.50020359770294,56.71833491206531
107778657,60.16801056164825,56.40240246065155,55.04112615992543,56.79797451247886
37219347,61.43996358789587,57.679072167515805,52.40344671883195,57.32322735071969
40107663,57.24665941496748,56.4891536891138,53.11648206757277,56.68176854916968
88035651,59.27990582881768,59.19151041490903,56.28531958505212,59.76000440230378
135356368,57.47353634146972,56.27991609450761,52.26783614984835,57.210990812771534
102875500,65.23268148763832,60.16652940176335,57.8521880743561,61.998985081632455
121776645,57.85424263319559,57.55934340591337,52.79091020058761,57.07723113795985
136111094,60.57441828052166,57.34046746235908,54.19513619564634,57.911055299147165
89666157,61.56042661645632,56.897030842595626,55.24704503215918,58.684877410964106
121193441,65.3049798927421,63.524514441079,58.55159177046995,63.11402978526884
149457387,60.25437998408224,56.92209411112637,52.651711863978704,57.66714063618895
152403307,57.13288376198362,56.79118482514659,52.77206065558953,56.63735575451439
101850194,59.949066026097796,58.88576769888758,54.65497523098703,58.58613157174971
127766505,58.37998712124459,58.920099404413264,54.01852786856393,58.30939307109281
117220625,60.20963685977776,56.211767087184974,55.438225507874314,58.06435227600399
137797304,63.319847007174694,59.24761044345073,56.7337495510022,59.35612882611771
71914624,59.5876243036185,60.33316377557854,55.48247089476659,58.383548767996125
56035881,60.481967814719425,58.65249225445592,55.02848553023768,59.52920283835805
69859823,59.98052801926401,57.486287064956855,55.09461345713827,57.54660427019826
105427834,59.7227638513283,58.68559886335983,54.95729022269197,58.331221671395376
131392923,61.24137270906151,61.26442715981228,56.156266743357094,60.90169618422819
5501019,57.57999457060261,57.45311142059389,50.667562334206444,56.33303358508674
18207054,57.97767969661078,56.54986195666549,53.69298798019203,57.76844641793137
97703486,56.899336519326596,57.30102586816907,50.42482825071615,56.44256318437579
94203608,63.35422114002603,59.28225522945865,51.41697368973698,60.00906667399714
89583016,62.01497749420905,62.0495743964542,57.057783725975945,60.299470686889514
147147455,59.527355340279236,56.72701301929644,55.149203134520675,58.31167563633273
117855859,56.906372860224344,53.95140341899951,50.55163121370084,55.62412333286085
133204351,62.439342928039,60.043190423657606,54.2640442187184,59.64752569091553
138184987,58.49137107972559,55.6602257465438,51.52069519140741,56.9668862139058
57537660,58.090224872984884,56.67251790063746,52.80135477699451,56.7696383707704
61441731,58.572082059127055,57.88281813148793,48.97663285940681,56.52926777561132
85230442,57.865207058474105,55.9185859501857,49.097878870616235,55.710846425726494
52882198,58.118306192231934,55.762383613461104,51.95111482636247,56.44491822212129
110329310,60.14055910072389,56.90837057308786,54.186016079491274,56.76916442939614
32656856,59.384027844680276,55.47971862710469,52.65813923987035,57.129540366923514
77133650,61.345456558370486,59.65646906099119,51.966889568341756,58.51567086987345
123292953,57.041434913722746,57.45626833715341,53.22355642986687,57.46282282839167
26203355,57.218961684190056,57.28035648309299,50.768903910470954,56.09735306491646
80118711,58.15947225151082,55.06018264454875,49.77975626684856,56.790487960611905
155737224,62.26215785658633,58.476649850042314,52.32745606173409,58.45633977345212
149649769,59.87362811377349,57.41061043805265,50.456272082886876,56.026127854918265
83772216,59.14295791242952,54.63171096025397,50.03615629855474,56.7222589986831
25423361,58.60339315510932,56.050818526450314,53.82913093533621,57.26405263114801
109141019,59.807429148158896,59.48951185640713,50.027939503807836,57.2318845294624
