feature_idx,cv_scores,avg_score,feature_names,ci_bound,std_dev,std_err
"(1, 2, 4, 8, 10)",[0.84082435 0.87041745 0.85484526 0.81574139 0.8673956 ],0.849844809660901,"('SPM_A_Y', 'Multiband_period', 'i-z', 'delta_period_i', 'Harmonics_phase_2_r')",0.02571018761169582,0.020003399429088083,0.010001699714544041
"(1, 2, 3, 4, 8, 10)",[0.85038992 0.88485208 0.84592846 0.79799363 0.86712494],0.849257806635489,"('SPM_A_Y', 'Multiband_period', 'r-i', 'i-z', 'delta_period_i', 'Harmonics_phase_2_r')",0.03736890744126325,0.029074279544975518,0.014537139772487757
"(1, 2, 4, 8, 10, 11)",[0.83506934 0.86974416 0.85975061 0.80512815 0.86657068],0.8472525868966251,"('SPM_A_Y', 'Multiband_period', 'i-z', 'delta_period_i', 'Harmonics_phase_2_r', 'Power_rate_4')",0.03126275540374528,0.02432348581192444,0.01216174290596222
"(0, 1, 2, 4, 8, 10)",[0.83439399 0.86404203 0.85944939 0.81258159 0.86009444],0.8461122888325148,"('Harmonics_phase_2_i', 'SPM_A_Y', 'Multiband_period', 'i-z', 'delta_period_i', 'Harmonics_phase_2_r')",0.025424606795465234,0.019781207851857167,0.009890603925928583
"(1, 2, 3, 4, 6, 8, 10)",[0.8448031  0.88258551 0.83776623 0.78994277 0.86171463],0.8433624492932829,"('SPM_A_Y', 'Multiband_period', 'r-i', 'i-z', 'Harmonics_phase_2_z', 'delta_period_i', 'Harmonics_phase_2_r')",0.0396666104620423,0.030861970556345538,0.015430985278172769
"(0, 1, 2, 3, 4, 8, 10)",[0.84657632 0.86621677 0.84485801 0.80156439 0.8547474 ],0.8427925801899001,"('Harmonics_phase_2_i', 'SPM_A_Y', 'Multiband_period', 'r-i', 'i-z', 'delta_period_i', 'Harmonics_phase_2_r')",0.02821766220565738,0.021954299851086025,0.01097714992554301
"(1, 2, 4, 6, 8, 10)",[0.83586081 0.8703687  0.84670746 0.79670836 0.86144582],0.8422182301575903,"('SPM_A_Y', 'Multiband_period', 'i-z', 'Harmonics_phase_2_z', 'delta_period_i', 'Harmonics_phase_2_r')",0.032989022981285476,0.025666580634745268,0.012833290317372632
"(1, 2, 4, 5, 8, 10)",[0.82625236 0.86402618 0.84068087 0.80528505 0.86551408],0.840351708163577,"('SPM_A_Y', 'Multiband_period', 'i-z', 'Period_band_i', 'delta_period_i', 'Harmonics_phase_2_r')",0.02943398474720149,0.022900640111241967,0.011450320055620983
"(1, 2, 4, 5, 8, 10, 11)",[0.83576195 0.85993576 0.84577917 0.80254591 0.85391905],0.8395883684113882,"('SPM_A_Y', 'Multiband_period', 'i-z', 'Period_band_i', 'delta_period_i', 'Harmonics_phase_2_r', 'Power_rate_4')",0.025990196182644427,0.02022125561018048,0.01011062780509024
"(1, 2, 3, 8, 10)",[0.83553824 0.88392628 0.81534909 0.81999784 0.83903907],0.8387701025817094,"('SPM_A_Y', 'Multiband_period', 'r-i', 'delta_period_i', 'Harmonics_phase_2_r')",0.03122246038680295,0.02429213491977721,0.012146067459888605
"(1, 2, 4, 6, 8, 10, 11)",[0.83311832 0.86176526 0.85035533 0.78972552 0.85565601],0.8381240892279014,"('SPM_A_Y', 'Multiband_period', 'i-z', 'Harmonics_phase_2_z', 'delta_period_i', 'Harmonics_phase_2_r', 'Power_rate_4')",0.03343414796440378,0.026012902994101802,0.0130064514970509
"(1, 2, 4, 10, 11)",[0.83181115 0.86382012 0.85519212 0.78076086 0.85746467],0.8378097844753913,"('SPM_A_Y', 'Multiband_period', 'i-z', 'Harmonics_phase_2_r', 'Power_rate_4')",0.03921953541237799,0.030514130978965475,0.015257065489482736
"(1, 2, 3, 4, 8, 10, 11)",[0.82561828 0.86587502 0.85552548 0.78019144 0.86026413],0.837494868563185,"('SPM_A_Y', 'Multiband_period', 'r-i', 'i-z', 'delta_period_i', 'Harmonics_phase_2_r', 'Power_rate_4')",0.040942967103809326,0.0318550193860484,0.015927509693024196
"(0, 1, 2, 4, 8, 10, 11)",[0.83669669 0.85457014 0.8556511  0.79831154 0.84213108],0.8374721099646362,"('Harmonics_phase_2_i', 'SPM_A_Y', 'Multiband_period', 'i-z', 'delta_period_i', 'Harmonics_phase_2_r', 'Power_rate_4')",0.026829511563221053,0.020874271490819708,0.010437135745409854
"(0, 1, 2, 4, 6, 8, 10)",[0.81459121 0.85389352 0.85612944 0.80441185 0.85418988],0.8366431795277757,"('Harmonics_phase_2_i', 'SPM_A_Y', 'Multiband_period', 'i-z', 'Harmonics_phase_2_z', 'delta_period_i', 'Harmonics_phase_2_r')",0.02879925564382219,0.022406799304791097,0.011203399652395547
