feature_idx,cv_scores,avg_score,feature_names,ci_bound,std_dev,std_err
"(0, 1, 2, 3, 4, 6, 7, 9, 10, 11)",[0.94710369 0.95254206 0.93594211 0.94135566 0.94311814],0.9440123295543621,"('Harmonics_phase_2_i', 'SPM_A_Y', 'Multiband_period', 'r-i', 'i-z', 'Harmonics_phase_2_z', 'Harmonics_phase_4_i', 'g-r', 'Harmonics_phase_2_r', 'Power_rate_4')",0.007163091095761922,0.005573128228371528,0.002786564114185764
"(0, 1, 2, 3, 6, 7, 9, 10, 11)",[0.94348308 0.95079965 0.93942599 0.94317622 0.93779208],0.9429354043681423,"('Harmonics_phase_2_i', 'SPM_A_Y', 'Multiband_period', 'r-i', 'Harmonics_phase_2_z', 'Harmonics_phase_4_i', 'g-r', 'Harmonics_phase_2_r', 'Power_rate_4')",0.005775925209038467,0.004493866041505512,0.002246933020752756
"(0, 1, 2, 3, 4, 6, 9, 10, 11)",[0.94515956 0.94882195 0.93964893 0.93945904 0.93758978],0.9421358527520844,"('Harmonics_phase_2_i', 'SPM_A_Y', 'Multiband_period', 'r-i', 'i-z', 'Harmonics_phase_2_z', 'g-r', 'Harmonics_phase_2_r', 'Power_rate_4')",0.00538791561854993,0.0041919813980294636,0.0020959906990147318
"(0, 1, 2, 3, 6, 9, 10, 11)",[0.93955099 0.9471407  0.94314577 0.94137551 0.93399924],0.941042443497518,"('Harmonics_phase_2_i', 'SPM_A_Y', 'Multiband_period', 'r-i', 'Harmonics_phase_2_z', 'g-r', 'Harmonics_phase_2_r', 'Power_rate_4')",0.00555967239483314,0.004325614005170868,0.002162807002585434
"(0, 1, 2, 3, 4, 6, 7, 9, 10)",[0.94538895 0.94531968 0.94509717 0.93763325 0.9305743 ],0.9408026728245618,"('Harmonics_phase_2_i', 'SPM_A_Y', 'Multiband_period', 'r-i', 'i-z', 'Harmonics_phase_2_z', 'Harmonics_phase_4_i', 'g-r', 'Harmonics_phase_2_r')",0.007593988875196393,0.005908381339912954,0.0029541906699564768
"(0, 1, 2, 3, 4, 6, 9, 10)",[0.94511239 0.94156616 0.94708445 0.93394948 0.93242117],0.9400267284642194,"('Harmonics_phase_2_i', 'SPM_A_Y', 'Multiband_period', 'r-i', 'i-z', 'Harmonics_phase_2_z', 'g-r', 'Harmonics_phase_2_r')",0.007556430327529007,0.005879159513829297,0.0029395797569146485
"(0, 1, 2, 3, 4, 7, 9, 10, 11)",[0.95272441 0.94333618 0.93574184 0.93757557 0.93036545],0.939948687622778,"('Harmonics_phase_2_i', 'SPM_A_Y', 'Multiband_period', 'r-i', 'i-z', 'Harmonics_phase_4_i', 'g-r', 'Harmonics_phase_2_r', 'Power_rate_4')",0.009786152579511018,0.007613959177524946,0.003806979588762473
"(0, 1, 2, 3, 4, 6, 7, 10, 11)",[0.93280266 0.943816   0.94145139 0.93966704 0.94150354],0.9398481259975119,"('Harmonics_phase_2_i', 'SPM_A_Y', 'Multiband_period', 'r-i', 'i-z', 'Harmonics_phase_2_z', 'Harmonics_phase_4_i', 'Harmonics_phase_2_r', 'Power_rate_4')",0.004834004741411786,0.0037610199172789156,0.0018805099586394576
"(0, 1, 2, 3, 4, 6, 7, 8, 9, 10)",[0.9452431  0.94519356 0.93947024 0.93952785 0.92878444],0.939643837028332,"('Harmonics_phase_2_i', 'SPM_A_Y', 'Multiband_period', 'r-i', 'i-z', 'Harmonics_phase_2_z', 'Harmonics_phase_4_i', 'delta_period_i', 'g-r', 'Harmonics_phase_2_r')",0.007714344725969387,0.00600202228073381,0.0030010111403669048
"(0, 1, 2, 4, 6, 7, 9, 10, 11)",[0.93995859 0.94726599 0.93937384 0.93596795 0.93422171],0.9393576141705461,"('Harmonics_phase_2_i', 'SPM_A_Y', 'Multiband_period', 'i-z', 'Harmonics_phase_2_z', 'Harmonics_phase_4_i', 'g-r', 'Harmonics_phase_2_r', 'Power_rate_4')",0.005770116223832258,0.004489346453663041,0.00224467322683152
"(0, 1, 2, 3, 4, 7, 9, 10)",[0.95454881 0.93985932 0.93568466 0.93948137 0.92679221],0.9392732736175858,"('Harmonics_phase_2_i', 'SPM_A_Y', 'Multiband_period', 'r-i', 'i-z', 'Harmonics_phase_4_i', 'g-r', 'Harmonics_phase_2_r')",0.011530193307026048,0.008970882114843778,0.004485441057421888
"(0, 1, 2, 3, 4, 9, 10, 11)",[0.94525213 0.94145931 0.9395439  0.93771336 0.93219268],0.9392322755662335,"('Harmonics_phase_2_i', 'SPM_A_Y', 'Multiband_period', 'r-i', 'i-z', 'g-r', 'Harmonics_phase_2_r', 'Power_rate_4')",0.005547885076531999,0.004316443071075147,0.002158221535537573
"(0, 1, 2, 3, 4, 5, 6, 7, 9, 10, 11)",[0.94543457 0.94184538 0.93226894 0.9395772  0.93615996],0.9390572120534099,"('Harmonics_phase_2_i', 'SPM_A_Y', 'Multiband_period', 'r-i', 'i-z', 'Period_band_i', 'Harmonics_phase_2_z', 'Harmonics_phase_4_i', 'g-r', 'Harmonics_phase_2_r', 'Power_rate_4')",0.0058389496257596814,0.004542901178879859,0.0022714505894399295
"(0, 1, 2, 6, 7, 9, 10, 11)",[0.93634267 0.9472208  0.93934332 0.94157071 0.93072323],0.9390401455037821,"('Harmonics_phase_2_i', 'SPM_A_Y', 'Multiband_period', 'Harmonics_phase_2_z', 'Harmonics_phase_4_i', 'g-r', 'Harmonics_phase_2_r', 'Power_rate_4')",0.007036684322745604,0.005474779464473859,0.0027373897322369293
"(0, 1, 2, 3, 4, 6, 10, 11)",[0.93272942 0.94378506 0.94139987 0.94139948 0.93584334],0.9390314316854566,"('Harmonics_phase_2_i', 'SPM_A_Y', 'Multiband_period', 'r-i', 'i-z', 'Harmonics_phase_2_z', 'Harmonics_phase_2_r', 'Power_rate_4')",0.005258500485631233,0.004091292027922979,0.002045646013961489
"(0, 1, 2, 3, 9, 10, 11)",[0.94713774 0.93976403 0.93951963 0.93766048 0.93042516],0.9389014103100155,"('Harmonics_phase_2_i', 'SPM_A_Y', 'Multiband_period', 'r-i', 'g-r', 'Harmonics_phase_2_r', 'Power_rate_4')",0.006857965931465474,0.0053357304843538456,0.0026678652421769228
"(0, 1, 2, 3, 4, 6, 8, 9, 10)",[0.94301704 0.94336591 0.9414332  0.93764032 0.92878464],0.9388482221703895,"('Harmonics_phase_2_i', 'SPM_A_Y', 'Multiband_period', 'r-i', 'i-z', 'Harmonics_phase_2_z', 'delta_period_i', 'g-r', 'Harmonics_phase_2_r')",0.00697394045292181,0.005425962602116887,0.0027129813010584435
"(0, 1, 2, 3, 7, 9, 10)",[0.95285347 0.94528134 0.93591184 0.93764613 0.92127246],0.9385930472652971,"('Harmonics_phase_2_i', 'SPM_A_Y', 'Multiband_period', 'r-i', 'Harmonics_phase_4_i', 'g-r', 'Harmonics_phase_2_r')",0.013555781404736964,0.010546858471347915,0.0052734292356739565
"(0, 1, 2, 4, 6, 9, 10, 11)",[0.9324676  0.94173221 0.94872269 0.94132035 0.928298  ],0.9385081694411272,"('Harmonics_phase_2_i', 'SPM_A_Y', 'Multiband_period', 'i-z', 'Harmonics_phase_2_z', 'g-r', 'Harmonics_phase_2_r', 'Power_rate_4')",0.009328328330151596,0.007257756357593252,0.003628878178796626
"(1, 2, 3, 4, 6, 7, 9, 10, 11)",[0.94529679 0.9451641  0.93390384 0.93032669 0.93764877],0.9384680393950164,"('SPM_A_Y', 'Multiband_period', 'r-i', 'i-z', 'Harmonics_phase_2_z', 'Harmonics_phase_4_i', 'g-r', 'Harmonics_phase_2_r', 'Power_rate_4')",0.007695743894344031,0.0059875502017923896,0.0029937751008961943
"(0, 1, 2, 3, 7, 9, 10, 11)",[0.95094728 0.9397643  0.93570165 0.93403238 0.93036935],0.9381629918436964,"('Harmonics_phase_2_i', 'SPM_A_Y', 'Multiband_period', 'r-i', 'Harmonics_phase_4_i', 'g-r', 'Harmonics_phase_2_r', 'Power_rate_4')",0.009085891274709679,0.007069132092004055,0.003534566046002027
"(0, 1, 2, 3, 5, 6, 7, 9, 10, 11)",[0.9380297  0.94538601 0.93592406 0.93592972 0.93438152],0.9379301997346599,"('Harmonics_phase_2_i', 'SPM_A_Y', 'Multiband_period', 'r-i', 'Period_band_i', 'Harmonics_phase_2_z', 'Harmonics_phase_4_i', 'g-r', 'Harmonics_phase_2_r', 'Power_rate_4')",0.00501818830273604,0.003904320985364664,0.0019521604926823319
"(0, 1, 2, 3, 7, 8, 9, 10)",[0.95272903 0.94526322 0.93031288 0.93765598 0.9233253 ],0.9378572817071896,"('Harmonics_phase_2_i', 'SPM_A_Y', 'Multiband_period', 'r-i', 'Harmonics_phase_4_i', 'delta_period_i', 'g-r', 'Harmonics_phase_2_r')",0.01340840686375809,0.010432196071625172,0.005216098035812586
"(0, 1, 2, 3, 4, 6, 7, 8, 9, 10, 11)",[0.94515607 0.94520159 0.92490242 0.93767437 0.93580401],0.937747692810917,"('Harmonics_phase_2_i', 'SPM_A_Y', 'Multiband_period', 'r-i', 'i-z', 'Harmonics_phase_2_z', 'Harmonics_phase_4_i', 'delta_period_i', 'g-r', 'Harmonics_phase_2_r', 'Power_rate_4')",0.009604983190734636,0.007473003238083683,0.003736501619041841
"(0, 1, 2, 3, 4, 5, 6, 7, 10, 11)",[0.94000484 0.94013704 0.93776687 0.93410837 0.93613349],0.9376301218223071,"('Harmonics_phase_2_i', 'SPM_A_Y', 'Multiband_period', 'r-i', 'i-z', 'Period_band_i', 'Harmonics_phase_2_z', 'Harmonics_phase_4_i', 'Harmonics_phase_2_r', 'Power_rate_4')",0.0029637197428465257,0.0023058746481128037,0.0011529373240564019
"(0, 1, 2, 4, 7, 9, 10, 11)",[0.94397028 0.93990452 0.93579415 0.93405857 0.93217397],0.9371802984614319,"('Harmonics_phase_2_i', 'SPM_A_Y', 'Multiband_period', 'i-z', 'Harmonics_phase_4_i', 'g-r', 'Harmonics_phase_2_r', 'Power_rate_4')",0.0054607516415499085,0.004248650298424109,0.002124325149212054
"(0, 1, 2, 3, 4, 7, 8, 9, 10)",[0.95256179 0.93976327 0.92644184 0.93764511 0.92874609],0.9370316206341032,"('Harmonics_phase_2_i', 'SPM_A_Y', 'Multiband_period', 'r-i', 'i-z', 'Harmonics_phase_4_i', 'delta_period_i', 'g-r', 'Harmonics_phase_2_r')",0.01191677217257406,0.009271653605709244,0.004635826802854622
"(0, 1, 3, 4, 5, 6, 8, 9, 10)",[0.9483684  0.94151089 0.93776117 0.935814   0.92138496],0.9369678844878312,"('Harmonics_phase_2_i', 'SPM_A_Y', 'r-i', 'i-z', 'Period_band_i', 'Harmonics_phase_2_z', 'delta_period_i', 'g-r', 'Harmonics_phase_2_r')",0.011429684264460931,0.008892682665075832,0.004446341332537916
"(0, 1, 2, 3, 4, 5, 6, 7, 9, 10)",[0.9435898  0.94009166 0.93976179 0.93409547 0.92700633],0.9369090091437723,"('Harmonics_phase_2_i', 'SPM_A_Y', 'Multiband_period', 'r-i', 'i-z', 'Period_band_i', 'Harmonics_phase_2_z', 'Harmonics_phase_4_i', 'g-r', 'Harmonics_phase_2_r')",0.007469732087674401,0.005811705337772579,0.0029058526688862897
"(0, 1, 2, 3, 6, 7, 8, 9, 10)",[0.94340944 0.94710697 0.93411781 0.93231263 0.92706475],0.9368023212714469,"('Harmonics_phase_2_i', 'SPM_A_Y', 'Multiband_period', 'r-i', 'Harmonics_phase_2_z', 'Harmonics_phase_4_i', 'delta_period_i', 'g-r', 'Harmonics_phase_2_r')",0.009480254545711912,0.007375960114777048,0.003687980057388524
"(0, 1, 2, 3, 6, 7, 9, 10)",[0.9416598  0.94712456 0.93792213 0.92850042 0.92879497],0.9368003761995437,"('Harmonics_phase_2_i', 'SPM_A_Y', 'Multiband_period', 'r-i', 'Harmonics_phase_2_z', 'Harmonics_phase_4_i', 'g-r', 'Harmonics_phase_2_r')",0.009347115930348817,0.007272373748828783,0.003636186874414391
"(0, 1, 2, 3, 4, 9, 10)",[0.95077455 0.93405459 0.93605755 0.93760172 0.92499506],0.9366966932838292,"('Harmonics_phase_2_i', 'SPM_A_Y', 'Multiband_period', 'r-i', 'i-z', 'g-r', 'Harmonics_phase_2_r')",0.01065043840265061,0.008286402910813562,0.004143201455406781
