snid,CEP_dist,DSCT_dist,EB_dist,RRL_dist
102875500,6522.435898086646,5718422.611461124,5.018172322260458,47.154569207984736
111699711,35385.29911476947,31020327.86128943,26.671538347523164,258.21606639991813
155825094,37004.371984321086,32440671.384793747,27.976234079474406,270.1577343116647
154230880,5884.483882825769,5159439.428639854,4.455445428867491,42.08596127116802
137551327,23601.80202670465,20691216.40684317,17.873169586705256,172.1010680521384
90032485,23276.450493195516,20406468.420133233,17.507743100138814,169.22389795065698
92657657,5913.083607364469,5184884.73474712,4.528559974908138,42.54389001131386
114917702,11673.928277523935,10235499.577176424,8.651064725487982,83.83549512598753
90066075,9760.815882287561,8557754.327950748,7.33579796703638,70.36976523899861
151636940,7446.337706806371,6529505.001397535,5.479861124071743,52.93113536694197
91745302,6113.741396899753,5362681.28915385,4.393435312917344,42.72476931924377
109393338,5829.993377115147,5113776.526409023,4.162063431807069,40.620231204349906
132147317,37983.114184200815,33296867.537424512,28.74935977131354,277.7941617331356
120733569,5915.766071516231,5189835.992550818,3.935555253768893,39.7066238100407
89400191,51034.84126827681,44737081.833276175,38.82453569683384,374.4411640301864
109832690,17156.499593613837,15043584.496708574,12.388326025151644,121.14152725927606
102905578,7477.1154277355945,6554780.991152706,5.988944312593893,55.126108291429404
95102095,10996.777772645,9644204.240277804,7.830928949985184,77.4180044052042
124847020,7675.401503272815,6733554.139328241,5.306363334310795,52.852527468963075
125777453,9962.850348815711,8733494.930605032,7.769800733416703,73.04884675440766
17563424,23663.118310282374,20742946.18581915,18.14190225938902,173.67059236161828
138899319,9208.96657792355,8075585.145429006,6.962898620679082,66.1952353751779
149102008,294784.80952377326,258400548.16433552,224.32100589664034,2168.343384675052
