snid,CEP_dist,DSCT_dist,EB_dist,RRL_dist
102875500,1884.5889304404127,1650774.145829682,1.5991536406602216,14.80803782536374
111699711,10218.766294396579,8954807.171799798,8.01708114942207,77.1867314556885
155825094,10687.628137710117,9364828.208959902,8.728139344718803,82.2811875326271
154230880,1700.7245871103285,1489409.6397528343,1.521710858176418,13.599778314966267
137551327,6817.058268079951,5973050.468899634,5.538953465845243,52.678833930478824
141648554,1474.1626725498436,1287781.3796470496,1.5985564572505964,13.983294847716097
90032485,6723.7236285427725,5890850.995533708,5.415741383489761,51.79850433278153
25934612,1266.1279744167057,1106025.2956008117,1.3480898603411406,12.02090979273849
92657657,1709.47754827031,1496756.4318457288,1.4904012620913305,14.33733857667569
114917702,3373.6045583369573,2954743.7709222306,2.775321049168031,26.661379865655032
124161742,1473.1569972272898,1287452.0603312973,1.4833168964879322,13.477419202203054
154568658,1010.6963197915505,880765.4980256886,1.8986109529709196,12.948054285172413
90066075,2820.3165360063103,2470419.398740392,2.28309728814673,22.05293852523629
97703486,676.662626884777,585096.1821356347,2.66210681284842,14.4424353178033
151636940,2152.9063838131437,1884915.018535777,1.804647798007164,17.496937397774463
91745302,1769.921680310412,1548084.2490407457,1.6571071680158125,15.421376104161478
109393338,1687.771581292138,1476231.2414205307,1.5541505125784913,14.614033777602812
132147317,10967.87228135371,9611986.688997233,8.501738807247563,82.30391402378659
120733569,1713.6825565790264,1498187.984127853,1.8848833097529043,16.013520270587684
89400191,14734.915181489056,12914491.680212311,11.321560260866946,109.74190529119174
109832690,4959.243490297648,4342718.855295642,5.004284571461145,41.5523855241628
102905578,2159.692671575774,1892210.6210091887,1.985320565515948,17.80602415598391
95102095,3181.12987051512,2784054.8490392705,2.922327958969025,26.630235925365096
124847020,2223.3404752552055,1943823.7966376152,2.26588369611438,19.957604734056332
125777453,2876.8498967410274,2521149.825157385,2.4648259328516575,22.111237534291128
85117383,1353.4525905878959,1181720.6132024312,1.4980152590015836,13.121849314258839
17563424,6832.095501421851,5987980.037942899,5.437615926737072,51.15202893025718
138899319,2663.0803866234464,2331232.82406552,2.5461583239246437,22.86988427878331
140899750,1373.5677414857314,1201065.0804930013,1.607177264206985,13.006817012515706
149102008,85099.69451170646,74593821.41290821,65.01369514598208,627.8621167519543
