snid,CEP_dist,DSCT_dist,EB_dist,RRL_dist
102875500,7532.874919550938,6603073.354670179,5.735917557148566,55.45143797254
111699711,40863.02507478782,35819199.13339577,31.115203783627624,300.80327686632256
155825094,42734.04354776032,37459273.08404056,32.539893235653324,314.5763268168914
154230880,6796.527617042927,5957615.254220572,5.175224945041918,50.030995403473725
137551327,27256.508415497345,23892169.093727753,20.75450395980067,200.64219545063398
141648554,5876.428696796358,5151086.460993109,4.474614424391653,43.25790974393584
90032485,26881.410997856055,23563370.895038538,20.46888554281806,197.88100653447367
92657657,6830.047862905662,5986998.01171486,5.200748979892348,50.27774658594032
114917702,13483.213234328621,11818946.42517298,10.266810413369319,99.25341428441237
124161742,5874.92857245114,5149771.500773924,4.473472152756054,43.24686694139957
90066075,11273.121689710479,9881652.046080116,8.583933329517597,82.98435992761819
151636940,8601.313903420343,7539632.223869203,6.549481812360586,63.3164931318242
91745302,7064.261921140468,6192302.438867544,5.379091579446235,52.00185672690997
109393338,6736.379787256969,5904891.62254897,5.129425301748096,49.588231702298614
132147317,43861.90509830104,38447919.84284938,33.39870488161634,322.87880682834975
120733569,6836.573068943953,5992717.795137943,5.2057176065250275,50.32578031195712
89400191,58932.075297052565,51657940.979353234,44.87390559851966,433.8142197648262
109832690,19816.89419510171,17370845.193417545,15.089600026436957,145.87727476672268
102905578,8634.607945782383,7568816.698730583,6.5748336042609274,63.56157917193166
95102095,12704.304913854026,11136180.720395437,9.673709658724059,93.51966907570433
124847020,8870.112963557433,7775252.739036143,6.754159206637366,65.2951923993159
125777453,11504.62245526284,10084578.089099647,8.760209888826145,84.68849682076284
17563424,27324.64822596482,23951898.235777345,20.806389107188775,201.14379018459715
138899319,10637.964682434891,9324894.067872005,8.100292199450015,78.30880524228017
149102008,340390.5194100254,298375260.4750468,259.1908042843254,2505.702480503746
