snid,CEP_dist,DSCT_dist,EB_dist,RRL_dist
102875500,38936232.16472832,578911566.560134,1329637363.1268444,257137666.57385364
80807155,13203755.96148084,196315458.22651866,450895024.4461785,87198290.52217083
117069412,13520736.796823226,201028870.53271082,461720760.3099477,89291864.26581569
111699711,211214433.5740102,3140378308.1981964,7212784527.902853,1394875501.7114391
95584069,13923536.827168718,207017492.38828564,475475329.81581265,91951858.12360191
155825094,220885448.45892146,3284168604.7321463,7543040380.91229,1458743467.5051377
82302883,13178376.401011385,195938027.84880528,450028129.6320988,87030645.8533651
154230880,35130172.12659807,522322288.6291551,1199663765.3947544,232002160.62278888
137551327,140884542.8109553,2094699263.3202746,4811080980.221069,930411689.1808226
126882937,20363163.60863693,302762499.3332081,695381297.0513136,134479338.3901515
154016703,17003473.008482065,252810263.1516386,580651605.5520203,112291834.49840976
141648554,30374373.50686675,451611478.06818527,1037255936.4265999,200594235.6539178
90032485,138945728.4591583,2065872524.4389396,4744872057.727844,917607590.8557757
25934612,26087351.896932647,387871299.14330727,890858240.9790859,172282482.2021747
7405138,23427655.342584424,348326425.5898298,800032691.5848174,154717766.50265238
4991683,19200662.2157745,285479068.8897063,655685004.6780403,126802478.09031396
127529341,19366735.876802616,287948025.4699403,661355639.6811205,127899125.62625012
99469093,14019351.738793967,208442364.12477446,478747973.3743903,92584750.39850292
79011413,19924723.66162569,296244371.40622437,680410582.789711,131584153.02521351
141372583,18161795.978166267,270032935.2637208,620208489.4027067,119941700.98620243
92657657,35303441.81518239,524898371.65975076,1205580465.8089316,233146391.85051814
114917702,69692589.31302297,1036203053.0185302,2379939141.289505,460254818.09892577
124161742,30366613.06300358,451496188.2693689,1036991147.0000165,200543026.3235574
154568658,20774215.202307317,308874564.6981446,709419479.1548975,137194158.92836326
90066075,58268972.929290734,866354549.6120093,1989833073.5033221,384812468.1916709
98780022,14024622.439522544,208520613.9295683,478927694.5728045,92619505.42824751
97703486,13800326.20979118,205185134.77279457,471266795.79390055,91137975.29895708
8610285,17762035.898093943,264089097.75028527,606556728.285568,117301602.77695753
151636940,44458834.92644113,661022542.1328384,1518228885.5175657,293609257.07219565
136249334,19423552.712592572,288792711.9264296,663295699.7513254,128274314.14050414
91745302,36514079.13093375,542898047.4529717,1246921887.6286857,241141387.59011078
101411156,18305512.0342425,272169094.56125075,625114729.6286405,120890532.3005079
109393338,34819306.13288019,517699863.80990577,1189046995.2099745,229949000.3231218
125786857,15305091.796037715,227558556.55807665,522653796.4424105,101075673.06531352
132147317,226715154.37833983,3370846255.1285524,7742120651.793645,1497243452.406795
120733569,35337191.31003804,525399850.4857922,1206732239.825681,233369137.2909265
89400191,304610435.22402555,4529009041.260423,10402175546.902605,2011669658.8366635
109832690,102430371.37831351,1522954923.0219822,3497905222.5220137,676457516.0774579
151628589,27175522.980773002,404050765.84717107,928019081.3593186,179468984.58284757
102905578,44630913.01817615,663581236.2753695,1524105667.070677,294745767.07183206
95102095,65666565.923292935,976342919.9915726,2242453045.4685125,433666484.5135316
124847020,45848255.38251321,681680133.6178595,1565674951.7824078,302784832.7462079
125777453,59465548.4811047,884145686.9301068,2030695576.416709,392714835.3747127
153897627,16892273.15574896,251157461.08579704,576855517.7543197,111557699.07472184
85117383,27872741.32495006,414416627.2318706,951827224.7688178,184073237.25274953
21614648,24922178.262533095,370547812.7173579,851069904.1112951,164587831.00329384
113939258,17501643.76299024,260217707.3958886,597664981.1530521,115582028.85879634
38692187,15779674.457736593,234614413.40556386,538859576.3481922,104209705.55671585
121074191,16137179.740594786,239930553.60137275,551069685.343193,106570994.88034688
17563424,141236718.78822398,2099935881.8482137,4823108426.114527,932737658.0633959
138899319,54985974.41500483,817541901.6972373,1877720707.0260153,363131145.8691572
140899750,28329053.55702758,421201691.76714754,967411137.6269249,187086986.1819507
83135218,14223660.769745767,211480056.33970848,485724920.2142034,93934013.13835903
108068453,16283041.374391578,242099022.6215793,556050184.9639832,107534174.63360935
149102008,1759423842.541641,26159467880.115234,60082763238.65919,11619364727.138384
60043752,13642010.140989706,202831142.84397167,465860118.4312933,90092392.78253673
