snid,CEP_dist,DSCT_dist,EB_dist,RRL_dist
102875500,7536.705360399029,6603092.309222092,6.004895629794803,56.64972301449743
111699711,40873.19383345154,35819223.629306935,31.394620769938356,304.8502456378903
155825094,42749.509342487654,37459307.76839815,33.85101901240171,325.17738686712397
154230880,6801.150421665117,5957633.946983089,5.511225382732113,51.20868514812888
137551327,27266.773436789597,23892196.801820695,21.28748880509874,206.67961319747164
126882937,3963.8903143677617,3453354.3168732575,4.527120006612473,41.68647059624771
141648554,5894.771215396395,5151120.469107194,5.363243337850795,52.134412208841624
90032485,26893.206526283277,23563399.197671596,20.914769369485565,203.7742028475669
25934612,5062.650707179052,4424096.223061597,4.489664750892742,44.482077163663035
92657657,6836.367874964725,5987020.816345424,5.458990842492572,53.59311128754938
114917702,13492.557963815114,11818970.076553574,10.510788112501649,102.85155410515647
124161742,5890.826231167062,5149803.583860914,5.174169209271703,51.017783838919456
154568658,4040.681655888152,3523055.1856906307,6.015660625218747,43.73871769957183
90066075,11279.478065838008,9881672.916250069,8.768498230541953,85.09360797468477
97703486,2704.517669771926,2340377.51802416,8.869059481730881,48.700265479963385
151636940,8609.792963620754,7539655.2084170515,6.754319065634247,66.5095905713938
91745302,7077.933396649591,6192332.4004456485,5.921591301116636,58.685584640074104
109393338,6749.293377023272,5904920.341416744,5.584060672663391,55.62109512965576
132147317,43869.65326535296,38447941.853260234,33.60228906074536,325.6209997037846
120733569,6852.706825069871,5992745.922200731,6.175532627225005,57.9468217932691
89400191,58937.96280868407,51657962.23778834,45.042184371428,436.09158313352026
109832690,19834.96780141885,17370868.903050207,18.31634637770729,158.49023974636214
151628589,5266.5048981133405,4608631.633627512,4.240223084827096,42.057174334677285
102905578,8637.772023754813,7568837.869124573,7.486894573288024,68.08777099406379
95102095,12722.604413192608,11136214.143513808,10.557340645322261,102.24449343099336
124847020,8891.472068066501,7775290.087365004,7.9355732047093825,75.9264742452426
125777453,11506.16169206131,10084595.558704777,9.422037821379682,85.62081842929078
85117383,5412.019658443726,4726877.853831573,5.167288534759524,49.715496499444015
17563424,27326.89896595541,23951916.00768394,21.279138135029626,201.9741523127592
138899319,10651.269756323501,9324926.223025586,9.183794690771666,87.50648017748718
140899750,5492.274176031803,4804254.287566332,5.230829719472927,45.703121474082145
149102008,340396.94743219746,298375280.71210206,259.4520818110286,2507.6744525212575
