snid,CEP_dist,DSCT_dist,EB_dist,RRL_dist
102875500,30304.49527184231,31018549.255384404,28.21560571803202,249.56102377913857
111699711,181662.4854759481,183406083.7088066,165.86800642353438,1480.625114619655
155825094,190464.16348697315,192223073.4146434,174.13704217874036,1555.1735879657997
154230880,27167.85128684556,27833243.26721475,25.35030879028013,223.89884056687282
137551327,118416.19042268845,119917087.98611489,108.631349468801,968.6913796960049
126882937,15227.449292371195,15662665.755215297,14.713694924410252,132.49154141510775
154016703,12563.276035519,12948525.791844891,12.019738676421357,108.0025885685984
141648554,23286.55251069804,23877928.098726556,21.931416176323502,195.94246704516567
90032485,116694.37876703251,118185187.62734142,107.04510447201413,954.7874830658288
25934612,19807.280060486537,20339532.7050794,18.651554014188875,166.52972017377772
7405138,17658.238866648095,18159027.066210132,17.39139508198657,146.43595120524392
4991683,14288.53493297416,14720684.359994384,13.407704864009444,118.24578936656394
127529341,14424.480023247499,14855073.703983372,13.595668394166243,120.9845621463467
79011413,14866.435753179941,15307072.09931071,14.231301309264579,125.63489310843593
141372583,13468.585560348109,13881380.756255403,12.780038221087917,112.20030013923908
92657657,27311.59486048022,27977881.50568756,25.45940683344289,225.8352982917428
114917702,56206.877710439236,57240747.48020643,51.92845301330913,461.7988594822213
124161742,23278.45965429283,23871502.492283944,21.86874737541654,195.2578150767719
154568658,15548.717592718169,15996450.73462904,15.510066496841612,133.04599700835595
90066075,46488.139193886396,47415906.83257803,43.0289851490446,381.98973736381936
8610285,13154.447865230084,13559072.280928042,12.498243300520205,110.91058566063907
151636940,34890.36907978804,35668132.93589443,32.40619276559816,287.7628496829523
136249334,14470.863734430253,14901063.642273972,13.675004660456727,121.84490360538567
91745302,28312.827651813863,28989491.4997365,26.454955870331734,235.8091684256971
101411156,13592.894244035857,13997318.453768276,13.12749886028956,118.03716930411919
109393338,26918.280939605913,27573808.212782606,25.14780153200149,224.04083441336104
132147317,195769.06485912995,197546722.16144952,178.60698078439492,1594.3279407942207
120733569,27344.88511587193,28006044.141411196,25.680469009284227,227.7141808395911
89400191,267381.0130021676,269234412.7144293,243.256729185819,2173.6741912314137
109832690,84521.08759884934,85801666.46089455,78.7382879059196,695.1014355007228
151628589,20681.514580486688,21235045.601260595,19.347412500916757,171.5995105763822
102905578,35031.14636941229,35813506.629868105,32.81933605459569,289.4780338000626
95102095,52778.190696733225,53768365.108473316,48.97243960989491,436.58889114699576
124847020,36059.41215911603,36842620.99976527,33.76433080737786,301.4854901050518
125777453,47499.065670278374,48440870.18532151,44.14821740308202,389.8577848387756
85117383,21255.36925053165,21809769.544065595,20.118472607318626,180.1045489814338
21614648,18859.598844288543,19382825.12638405,17.692395696905443,155.8937763380781
113939258,12946.498439079056,13349344.26358904,12.22216579433421,107.96725433745473
17563424,118723.93102936019,120231820.0760594,108.91293785285235,969.092175851492
138899319,43720.97722962373,44609186.04627201,40.75404651397591,362.62944807372344
140899750,21617.3205603986,22186347.61024452,20.443622199300723,179.67131966201327
149102008,1693611.9983817816,1685908449.5311365,1518.4598700457725,13650.152197600844
